KOATUU;community_id;communities;community_name;question_name;question_label;question_type;representation;value_clean
4423810800;4423810800_1;5;Zolote (Rodina);comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;
4423810800;4423810800_2;5;Zolote 1;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;0
4423810800;4423810800_3;5;Zolote 2;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;0
4423810800;4423810800_4;5;Zolote 3;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;1
4423810800;4423810800_5;5;Zolote 4;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;1
1410200000;1410200000;2;Avdiivka;comm_q1;Does the community have a police station?;select_one;Yes/No;1
1410200000;1410200000;2;Avdiivka;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Available
1410200000;1410200000;2;Avdiivka;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1410200000;1410200000;2;Avdiivka;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
1410200000;1410200000_1;2;Avdiivka;comm_q69;Are there any child friendly space in the community?;select_one;Category;Yes
1410200000;1410200000_2;2;Avdiivka (Old Town);comm_q69;Are there any child friendly space in the community?;select_one;Category;Insufficient
1410200000;1410200000;2;Avdiivka;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1410200000;1410200000;2;Avdiivka;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Daily
1410200000;1410200000_1;2;Avdiivka;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1410200000;1410200000_2;2;Avdiivka (Old Town);comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1410200000;1410200000;2;Avdiivka;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;1
4423857700;4423857700;2;Nyzhnie;comm_q1;Does the community have a police station?;select_one;Yes/No;0
4423857700;4423857700_1;2;Nyzhnie;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
4423857700;4423857700_2;2;Nyzhnie (Svetlychne);comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Not available
4423857700;4423857700;2;Nyzhnie;comm_q3;Does the community have a local court?;select_one;Yes/No;0
4423857700;4423857700_1;2;Nyzhnie;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are not present
4423857700;4423857700_2;2;Nyzhnie (Svetlychne);comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
4423857700;4423857700_1;2;Nyzhnie;comm_q69;Are there any child friendly space in the community?;select_one;Category;Yes
4423857700;4423857700_2;2;Nyzhnie (Svetlychne);comm_q69;Are there any child friendly space in the community?;select_one;Category;No
4423857700;4423857700;2;Nyzhnie;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
4423857700;4423857700_1;2;Nyzhnie;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Not in last three months but has happened
4423857700;4423857700_2;2;Nyzhnie (Svetlychne);comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Daily
4423857700;4423857700_1;2;Nyzhnie;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
4423857700;4423857700_2;2;Nyzhnie (Svetlychne);comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
4423857700;4423857700;2;Nyzhnie;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;1
1410665600;1410665600;1;Zaitseve (Maiorsk GCA);comm_q1;Does the community have a police station?;select_one;Yes/No;0
1410665600;1410665600;1;Zaitseve (Maiorsk GCA);comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1410665600;1410665600;1;Zaitseve (Maiorsk GCA);comm_q3;Does the community have a local court?;select_one;Yes/No;0
1410665600;1410665600;1;Zaitseve (Maiorsk GCA);comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
1410665600;1410665600;1;Zaitseve (Maiorsk GCA);comm_q69;Are there any child friendly space in the community?;select_one;Category;Insufficient
1410665600;1410665600;1;Zaitseve (Maiorsk GCA);comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1410665600;1410665600;1;Zaitseve (Maiorsk GCA);comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Daily
1410665600;1410665600;1;Zaitseve (Maiorsk GCA);comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1410665600;1410665600;1;Zaitseve (Maiorsk GCA);comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;1
1411200000;1411200000;1;Toretsk;comm_q1;Does the community have a police station?;select_one;Yes/No;1
1411200000;1411200000;1;Toretsk;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Available
1411200000;1411200000;1;Toretsk;comm_q3;Does the community have a local court?;select_one;Yes/No;1
1411200000;1411200000;1;Toretsk;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
1411200000;1411200000;1;Toretsk;comm_q69;Are there any child friendly space in the community?;select_one;Category;Insufficient
1411200000;1411200000;1;Toretsk;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1411200000;1411200000;1;Toretsk;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Weekly
1411200000;1411200000;1;Toretsk;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1411200000;1411200000;1;Toretsk;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;1
1411245300;1411245300;1;Kirove;comm_q1;Does the community have a police station?;select_one;Yes/No;1
1411245300;1411245300;1;Kirove;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Available
1411245300;1411245300;1;Kirove;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1411245300;1411245300;1;Kirove;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
1411245300;1411245300;1;Kirove;comm_q69;Are there any child friendly space in the community?;select_one;Category;Insufficient
1411245300;1411245300;1;Kirove;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1411245300;1411245300;1;Kirove;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Not in last three months but has happened
1411245300;1411245300;1;Kirove;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1411245300;1411245300;1;Kirove;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;1
1411245301;1411245301;1;Dachne;comm_q1;Does the community have a police station?;select_one;Yes/No;0
1411245301;1411245301;1;Dachne;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1411245301;1411245301;1;Dachne;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1411245301;1411245301;1;Dachne;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are not present
1411245301;1411245301;1;Dachne;comm_q69;Are there any child friendly space in the community?;select_one;Category;No
1411245301;1411245301;1;Dachne;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1411245301;1411245301;1;Dachne;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Never happened
1411245301;1411245301;1;Dachne;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1411245301;1411245301;1;Dachne;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;0
1411245303;1411245303;1;Dyliivka;comm_q1;Does the community have a police station?;select_one;Yes/No;0
1411245303;1411245303;1;Dyliivka;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1411245303;1411245303;1;Dyliivka;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1411245303;1411245303;1;Dyliivka;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
1411245303;1411245303;1;Dyliivka;comm_q69;Are there any child friendly space in the community?;select_one;Category;No
1411245303;1411245303;1;Dyliivka;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1411245303;1411245303;1;Dyliivka;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Not in last three months but has happened
1411245303;1411245303;1;Dyliivka;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1411245303;1411245303;1;Dyliivka;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;0
1411245305;1411245305;1;Druzhba;comm_q1;Does the community have a police station?;select_one;Yes/No;0
1411245305;1411245305;1;Druzhba;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1411245305;1411245305;1;Druzhba;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1411245305;1411245305;1;Druzhba;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are not present
1411245305;1411245305;1;Druzhba;comm_q69;Are there any child friendly space in the community?;select_one;Category;Insufficient
1411245305;1411245305;1;Druzhba;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1411245305;1411245305;1;Druzhba;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Not in last three months but has happened
1411245305;1411245305;1;Druzhba;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1411245305;1411245305;1;Druzhba;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;0
1411245307;1411245307;1;Ozarianivka;comm_q1;Does the community have a police station?;select_one;Yes/No;0
1411245307;1411245307;1;Ozarianivka;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1411245307;1411245307;1;Ozarianivka;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1411245307;1411245307;1;Ozarianivka;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are not present
1411245307;1411245307;1;Ozarianivka;comm_q69;Are there any child friendly space in the community?;select_one;Category;No
1411245307;1411245307;1;Ozarianivka;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Not required
1411245307;1411245307;1;Ozarianivka;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Not in last three months but has happened
1411245307;1411245307;1;Ozarianivka;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1411245307;1411245307;1;Ozarianivka;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;0
1411245600;1411245600;1;Kurdiumivka;comm_q1;Does the community have a police station?;select_one;Yes/No;0
1411245600;1411245600;1;Kurdiumivka;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1411245600;1411245600;1;Kurdiumivka;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1411245600;1411245600;1;Kurdiumivka;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are not present
1411245600;1411245600;1;Kurdiumivka;comm_q69;Are there any child friendly space in the community?;select_one;Category;No
1411245600;1411245600;1;Kurdiumivka;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Not required
1411245600;1411245600;1;Kurdiumivka;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Not in last three months but has happened
1411245600;1411245600;1;Kurdiumivka;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1411245600;1411245600;1;Kurdiumivka;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;0
1411245900;1411245900;1;Leninske;comm_q1;Does the community have a police station?;select_one;Yes/No;0
1411245900;1411245900;1;Leninske;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1411245900;1411245900;1;Leninske;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1411245900;1411245900;1;Leninske;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
1411245900;1411245900;1;Leninske;comm_q69;Are there any child friendly space in the community?;select_one;Category;No
1411245900;1411245900;1;Leninske;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1411245900;1411245900;1;Leninske;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Weekly
1411245900;1411245900;1;Leninske;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1411245900;1411245900;1;Leninske;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;1
1411246200;1411246200;1;Nelipivka;comm_q1;Does the community have a police station?;select_one;Yes/No;0
1411246200;1411246200;1;Nelipivka;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1411246200;1411246200;1;Nelipivka;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1411246200;1411246200;1;Nelipivka;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present nearby
1411246200;1411246200;1;Nelipivka;comm_q69;Are there any child friendly space in the community?;select_one;Category;Insufficient
1411246200;1411246200;1;Nelipivka;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1411246200;1411246200;1;Nelipivka;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Not in last three months but has happened
1411246200;1411246200;1;Nelipivka;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1411246200;1411246200;1;Nelipivka;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;0
1411246500;1411246500;1;Novhorodske;comm_q1;Does the community have a police station?;select_one;Yes/No;1
1411246500;1411246500;1;Novhorodske;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1411246500;1411246500;1;Novhorodske;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1411246500;1411246500;1;Novhorodske;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
1411246500;1411246500;1;Novhorodske;comm_q69;Are there any child friendly space in the community?;select_one;Category;Insufficient
1411246500;1411246500;1;Novhorodske;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1411246500;1411246500;1;Novhorodske;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Weekly
1411246500;1411246500;1;Novhorodske;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1411246500;1411246500;1;Novhorodske;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;1
1411246507;1411246507;1;Yurivka;comm_q1;Does the community have a police station?;select_one;Yes/No;0
1411246507;1411246507;1;Yurivka;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1411246507;1411246507;1;Yurivka;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1411246507;1411246507;1;Yurivka;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
1411246507;1411246507;1;Yurivka;comm_q69;Are there any child friendly space in the community?;select_one;Category;No
1411246507;1411246507;1;Yurivka;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Not required
1411246507;1411246507;1;Yurivka;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Daily
1411246507;1411246507;1;Yurivka;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1411246507;1411246507;1;Yurivka;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;0
1411270300;1411270300;1;Artemove;comm_q1;Does the community have a police station?;select_one;Yes/No;1
1411270300;1411270300;1;Artemove;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1411270300;1411270300;1;Artemove;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1411270300;1411270300;1;Artemove;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
1411270300;1411270300;1;Artemove;comm_q69;Are there any child friendly space in the community?;select_one;Category;No
1411270300;1411270300;1;Artemove;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1411270300;1411270300;1;Artemove;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Daily
1411270300;1411270300;1;Artemove;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1411270300;1411270300;1;Artemove;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;1
1412365800;1412365800;1;Talakivka;comm_q1;Does the community have a police station?;select_one;Yes/No;0
1412365800;1412365800;1;Talakivka;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1412365800;1412365800;1;Talakivka;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1412365800;1412365800;1;Talakivka;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
1412365800;1412365800;1;Talakivka;comm_q69;Are there any child friendly space in the community?;select_one;Category;Insufficient
1412365800;1412365800;1;Talakivka;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Not required
1412365800;1412365800;1;Talakivka;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Infrequently
1412365800;1412365800;1;Talakivka;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1412365800;1412365800;1;Talakivka;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;1
1412365801;1412365801;1;Hnutove;comm_q1;Does the community have a police station?;select_one;Yes/No;0
1412365801;1412365801;1;Hnutove;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1412365801;1412365801;1;Hnutove;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1412365801;1412365801;1;Hnutove;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
1412365801;1412365801;1;Hnutove;comm_q69;Are there any child friendly space in the community?;select_one;Category;Insufficient
1412365801;1412365801;1;Hnutove;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1412365801;1412365801;1;Hnutove;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Infrequently
1412365801;1412365801;1;Hnutove;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1412365801;1412365801;1;Hnutove;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;1
1412365803;1412365803;1;Lomakyne;comm_q1;Does the community have a police station?;select_one;Yes/No;0
1412365803;1412365803;1;Lomakyne;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1412365803;1412365803;1;Lomakyne;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1412365803;1412365803;1;Lomakyne;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
1412365803;1412365803;1;Lomakyne;comm_q69;Are there any child friendly space in the community?;select_one;Category;No
1412365803;1412365803;1;Lomakyne;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1412365803;1412365803;1;Lomakyne;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Infrequently
1412365803;1412365803;1;Lomakyne;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1412365803;1412365803;1;Lomakyne;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;0
1420910600;1420910600;1;Svitlodarsk;comm_q1;Does the community have a police station?;select_one;Yes/No;1
1420910600;1420910600;1;Svitlodarsk;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Available
1420910600;1420910600;1;Svitlodarsk;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1420910600;1420910600;1;Svitlodarsk;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present nearby
1420910600;1420910600;1;Svitlodarsk;comm_q69;Are there any child friendly space in the community?;select_one;Category;Insufficient
1420910600;1420910600;1;Svitlodarsk;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1420910600;1420910600;1;Svitlodarsk;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Not in last three months but has happened
1420910600;1420910600;1;Svitlodarsk;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1420910600;1420910600;1;Svitlodarsk;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;1
1420955400;1420955400;1;Luhanske;comm_q1;Does the community have a police station?;select_one;Yes/No;0
1420955400;1420955400;1;Luhanske;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1420955400;1420955400;1;Luhanske;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1420955400;1420955400;1;Luhanske;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
1420955400;1420955400;1;Luhanske;comm_q69;Are there any child friendly space in the community?;select_one;Category;Insufficient
1420955400;1420955400;1;Luhanske;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1420955400;1420955400;1;Luhanske;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Daily
1420955400;1420955400;1;Luhanske;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1420955400;1420955400;1;Luhanske;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;0
1420955500;1420955500;1;Myronivskyi;comm_q1;Does the community have a police station?;select_one;Yes/No;0
1420955500;1420955500;1;Myronivskyi;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1420955500;1420955500;1;Myronivskyi;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1420955500;1420955500;1;Myronivskyi;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
1420955500;1420955500;1;Myronivskyi;comm_q69;Are there any child friendly space in the community?;select_one;Category;Insufficient
1420955500;1420955500;1;Myronivskyi;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1420955500;1420955500;1;Myronivskyi;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Not in last three months but has happened
1420955500;1420955500;1;Myronivskyi;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1420955500;1420955500;1;Myronivskyi;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;1
1420985001;1420985001;1;Kodema;comm_q1;Does the community have a police station?;select_one;Yes/No;0
1420985001;1420985001;1;Kodema;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1420985001;1420985001;1;Kodema;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1420985001;1420985001;1;Kodema;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
1420985001;1420985001;1;Kodema;comm_q69;Are there any child friendly space in the community?;select_one;Category;Insufficient
1420985001;1420985001;1;Kodema;comm_q71;Are psycho-social support services available in the community?;select_one;Category;Not required
1420985001;1420985001;1;Kodema;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Infrequently
1420985001;1420985001;1;Kodema;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1420985001;1420985001;1;Kodema;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;1
1420985005;1420985005;1;Odradivka;comm_q1;Does the community have a police station?;select_one;Yes/No;0
1420985005;1420985005;1;Odradivka;comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Limited availability
1420985005;1420985005;1;Odradivka;comm_q3;Does the community have a local court?;select_one;Yes/No;0
1420985005;1420985005;1;Odradivka;comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are not present
1420985005;1420985005;1;Odradivka;comm_q69;Are there any child friendly space in the community?;select_one;Category;No
1420985005;1420985005;1;Odradivka;comm_q71;Are psycho-social support services available in the community?;select_one;Category;
1420985005;1420985005;1;Odradivka;comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Not in last three months but has happened
1420985005;1420985005;1;Odradivka;comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
1420985005;1420985005;1;Odradivka;comm_q74;Do most households treat the water before drinking?;select_one;Yes/No;1
1420986201;1420986201;1;Novoluhanske (GCA);comm_q1;Does the community have a police station?;select_one;Yes/No;1
1420986201;1420986201;1;Novoluhanske (GCA);comm_q17;Are construction materials available in the community markets or in nearby markets?;select_one;Category;Available
1420986201;1420986201;1;Novoluhanske (GCA);comm_q3;Does the community have a local court?;select_one;Yes/No;0
1420986201;1420986201;1;Novoluhanske (GCA);comm_q66;Are there any landmines/other ERW in community?;select_one;Category;Landmines/ERW are present
1420986201;1420986201;1;Novoluhanske (GCA);comm_q69;Are there any child friendly space in the community?;select_one;Category;Insufficient
1420986201;1420986201;1;Novoluhanske (GCA);comm_q71;Are psycho-social support services available in the community?;select_one;Category;Required
1420986201;1420986201;1;Novoluhanske (GCA);comm_q72;At which frequency has the community experienced shelling in the last 3 months?;select_one;Category;Daily
1420986201;1420986201;1;Novoluhanske (GCA);comm_q73;What is the primary source of drinking water in the community?;select_one;Category;
