Row	Column	Value	related_question	option_name	field_type	options_list	name	option_label	Relevant Settlement	KOATUU	Relevant Community	Extracted Community
2	comm_q63	No concerns	comm_q63		select_multiple	comm_q63_options			Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option8	0	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option12	0	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option2	0	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option7	0	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option15	1	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option16	No Data	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Semyhiria	1420986203	Semyhiria	0
2	comm_q63/comm_q63_option13	0	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Semyhiria	1420986203	Semyhiria	0
2	comm_q72	Weekly	comm_q72		select_one	comm_q72_options			Semyhiria	1420986203	Semyhiria	0
2	comm_q73	water trucking	comm_q73		select_one	comm_q73_options			Semyhiria	1420986203	Semyhiria	0
3	comm_q1	No	comm_q1		select_one	comm_q1_options			Kodema	1420985001	Kodema	0
3	comm_q63	No concerns Community tension No concerns	comm_q63		select_multiple	comm_q63_options			Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option8	0	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option12	0	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option2	1	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option7	0	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option15	1	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option16	No Data	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Kodema	1420985001	Kodema	0
3	comm_q63/comm_q63_option13	0	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Kodema	1420985001	Kodema	0
3	comm_q72	Daily	comm_q72		select_one	comm_q72_options			Kodema	1420985001	Kodema	0
3	comm_q73	water trucking	comm_q73		select_one	comm_q73_options			Kodema	1420985001	Kodema	0
4	comm_q1	Yes, functioning	comm_q1		select_one	comm_q1_options			Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63	Mines and ERW Presence of armed groups	comm_q63		select_multiple	comm_q63_options			Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option9	1	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option8	0	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option12	0	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option2	0	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option7	1	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option15	0	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option16	No Data	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q63/comm_q63_option13	0	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q72	Daily	comm_q72		select_one	comm_q72_options			Novoluhanske	1420986201	Novoluhanske (GCA)	1
4	comm_q73	piped drinking water	comm_q73		select_one	comm_q73_options			Novoluhanske	1420986201	Novoluhanske (GCA)	1
5	comm_q1	No	comm_q1		select_one	comm_q1_options			Semyhiria	1420986203	Semyhiria	0
5	comm_q63	Community tension Mines and ERW	comm_q63		select_multiple	comm_q63_options			Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option8	0	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option12	0	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option2	1	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option7	1	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option15	0	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option16	No Data	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Semyhiria	1420986203	Semyhiria	0
5	comm_q63/comm_q63_option13	0	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Semyhiria	1420986203	Semyhiria	0
5	comm_q72	Daily	comm_q72		select_one	comm_q72_options			Semyhiria	1420986203	Semyhiria	0
5	comm_q73	water trucking	comm_q73		select_one	comm_q73_options			Semyhiria	1420986203	Semyhiria	0
6	comm_q1	No	comm_q1		select_one	comm_q1_options			Kodema	1420985001	Kodema	0
6	comm_q63	Community tension Mines and ERW	comm_q63		select_multiple	comm_q63_options			Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option8	0	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option12	0	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option2	1	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option7	1	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option15	0	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option16	No Data	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Kodema	1420985001	Kodema	0
6	comm_q63/comm_q63_option13	0	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Kodema	1420985001	Kodema	0
6	comm_q72	Weekly	comm_q72		select_one	comm_q72_options			Kodema	1420985001	Kodema	0
6	comm_q73	water trucking	comm_q73		select_one	comm_q73_options			Kodema	1420985001	Kodema	0
7	comm_q1	Yes, functioning	comm_q1		select_one	comm_q1_options			Kodema	1420985001	Kodema	0
7	comm_q63	Community tension Mines and ERW other (specify)	comm_q63		select_multiple	comm_q63_options			Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option8	0	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option12	0	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option2	1	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option7	1	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option15	0	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option16	No Data	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Kodema	1420985001	Kodema	0
7	comm_q63/comm_q63_option13	1	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Kodema	1420985001	Kodema	0
7	comm_q72	Daily	comm_q72		select_one	comm_q72_options			Kodema	1420985001	Kodema	0
7	comm_q73	water trucking	comm_q73		select_one	comm_q73_options			Kodema	1420985001	Kodema	0
8	comm_q1	No	comm_q1		select_one	comm_q1_options			Semyhiria	1420986203	Semyhiria	0
8	comm_q63	Mines and ERW other (specify)	comm_q63		select_multiple	comm_q63_options			Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option8	0	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option12	0	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option2	0	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option7	1	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option15	0	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option16	No Data	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Semyhiria	1420986203	Semyhiria	0
8	comm_q63/comm_q63_option13	1	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Semyhiria	1420986203	Semyhiria	0
8	comm_q72	Daily	comm_q72		select_one	comm_q72_options			Semyhiria	1420986203	Semyhiria	0
8	comm_q73	water trucking	comm_q73		select_one	comm_q73_options			Semyhiria	1420986203	Semyhiria	0
9	comm_q1	No	comm_q1		select_one	comm_q1_options			Semyhiria	1420986203	Semyhiria	0
9	comm_q63	Mines and ERW other (specify)	comm_q63		select_multiple	comm_q63_options			Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option9	0	comm_q63	comm_q63_option9	select_many_option		comm_q63_option9	Presence of armed groups	Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option8	0	comm_q63	comm_q63_option8	select_many_option		comm_q63_option8	Pillage\destruction of property	Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option12	0	comm_q63	comm_q63_option12	select_many_option		comm_q63_option12	Lack of Psycho-Social Support	Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option1	0	comm_q63	comm_q63_option1	select_many_option		comm_q63_option1	SGBV	Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option10	0	comm_q63	comm_q63_option10	select_many_option		comm_q63_option10	Forced military recruitment	Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option3	0	comm_q63	comm_q63_option3	select_many_option		comm_q63_option3	Land expropriation	Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option2	0	comm_q63	comm_q63_option2	select_many_option		comm_q63_option2	Community tension	Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option5	0	comm_q63	comm_q63_option5	select_many_option		comm_q63_option5	Cases of separated children	Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option4	0	comm_q63	comm_q63_option4	select_many_option		comm_q63_option4	Discrimination against IDPs	Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option17	0	comm_q63	comm_q63_option17	select_many_option		comm_q63_option17	GBV	Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option6	0	comm_q63	comm_q63_option6	select_many_option		comm_q63_option6	Abuse of power\authority	Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option11	0	comm_q63	comm_q63_option11	select_many_option		comm_q63_option11	Freedom of movement	Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option14	0	comm_q63	comm_q63_option14	select_many_option		comm_q63_option14	don't know	Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option7	1	comm_q63	comm_q63_option7	select_many_option		comm_q63_option7	Mines and ERW	Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option15	0	comm_q63	comm_q63_option15	select_many_option		comm_q63_option15	No concerns	Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option16	No Data	comm_q63	comm_q63_option16	select_many_option		comm_q63_option16	Shelling	Semyhiria	1420986203	Semyhiria	0
9	comm_q63/comm_q63_option13	1	comm_q63	comm_q63_option13	select_many_option		comm_q63_option13	other (specify)	Semyhiria	1420986203	Semyhiria	0
9	comm_q72	Weekly	comm_q72		select_one	comm_q72_options			Semyhiria	1420986203	Semyhiria	0
9	comm_q73	water trucking	comm_q73		select_one	comm_q73_options			Semyhiria	1420986203	Semyhiria	0
10	comm_q1	No	comm_q1		select_one	comm_q1_options			Kodema	1420985001	Kodema	0
10	comm_q63	Community tension Mines and ERW other (specify)	comm_q63		select_multiple	comm_q63_options			Kodema	1420985001	Kodema	0
